sms,amount,transaction_type,bank,merchant,account,date,reference,category
Rs 2402.93 debited to Uber from your A/c x6433 on 27/08/2023. Ref 5628287727,2402.93,debited,Kotak,Uber,x6433,27/08/2023,5628287727,Shopping
Rs 1542.42 credited to Flipkart from your A/c x1741 on 22/10/2023. Ref 4412704437,1542.42,credited,SBI,Flipkart,x1741,22/10/2023,4412704437,Grocery
Rs 5625.07 received to Amazon from your A/c x6107 on 20/10/2023. Ref 4806972010,5625.07,received,HSBC,Amazon,x6107,20/10/2023,4806972010,Shopping
Rs 7312.54 credited to Uber from your A/c x1453 on 24/05/2024. Ref 8251344006,7312.54,credited,Axis,Uber,x1453,24/05/2024,8251344006,Shopping
Rs 2952.95 sent to Uber from your A/c x5160 on 15/10/2023. Ref 6673964182,2952.95,sent,HSBC,Uber,x5160,15/10/2023,6673964182,Shopping
Rs 5466.23 sent to Uber from your A/c x7819 on 09/04/2023. Ref 4238972846,5466.23,sent,Axis,Uber,x7819,09/04/2023,4238972846,Shopping
Rs 5810.64 debited to Swiggy from your A/c x6576 on 20/04/2023. Ref 7422200851,5810.64,debited,Axis,Swiggy,x6576,20/04/2023,7422200851,Food
Rs 9075.16 sent to Zomato from your A/c x8862 on 18/08/2023. Ref 5709895198,9075.16,sent,Kotak,Zomato,x8862,18/08/2023,5709895198,Food
Rs 2540.23 debited to Swiggy from your A/c x1097 on 27/03/2023. Ref 9497939821,2540.23,debited,HDFC,Swiggy,x1097,27/03/2023,9497939821,Food
Rs 5618.84 received to BigBasket from your A/c x9634 on 08/10/2024. Ref 6682600314,5618.84,received,HSBC,BigBasket,x9634,08/10/2024,6682600314,Transport
Rs 8827.61 credited to BigBasket from your A/c x3332 on 13/07/2024. Ref 4335563276,8827.61,credited,ICICI,BigBasket,x3332,13/07/2024,4335563276,Transport
Rs 2733.64 debited to Amazon from your A/c x9061 on 16/07/2024. Ref 8056037410,2733.64,debited,HSBC,Amazon,x9061,16/07/2024,8056037410,Shopping
Rs 4352.9 received to Flipkart from your A/c x1241 on 22/06/2024. Ref 1708824261,4352.9,received,Axis,Flipkart,x1241,22/06/2024,1708824261,Grocery
Rs 2407.96 debited to Zomato from your A/c x2546 on 28/03/2023. Ref 2820440936,2407.96,debited,Kotak,Zomato,x2546,28/03/2023,2820440936,Food
Rs 7187.42 sent to Flipkart from your A/c x8236 on 01/09/2024. Ref 2411100635,7187.42,sent,HDFC,Flipkart,x8236,01/09/2024,2411100635,Grocery
Rs 3223.26 received to Amazon from your A/c x3719 on 09/02/2025. Ref 9310365749,3223.26,received,HSBC,Amazon,x3719,09/02/2025,9310365749,Shopping
Rs 2264.14 received to Amazon from your A/c x5704 on 21/07/2023. Ref 5753751005,2264.14,received,SBI,Amazon,x5704,21/07/2023,5753751005,Shopping
Rs 8473.81 debited to Zomato from your A/c x2797 on 05/10/2023. Ref 7639132278,8473.81,debited,SBI,Zomato,x2797,05/10/2023,7639132278,Food
Rs 2081.43 received to Flipkart from your A/c x1859 on 17/05/2024. Ref 8399930270,2081.43,received,ICICI,Flipkart,x1859,17/05/2024,8399930270,Grocery
Rs 3263.62 credited to Swiggy from your A/c x4122 on 08/01/2025. Ref 2873863160,3263.62,credited,Kotak,Swiggy,x4122,08/01/2025,2873863160,Food
Rs 2919.39 debited to Uber from your A/c x4871 on 26/09/2024. Ref 5424502931,2919.39,debited,SBI,Uber,x4871,26/09/2024,5424502931,Shopping
Rs 7127.82 debited to Uber from your A/c x6203 on 30/10/2023. Ref 7021618671,7127.82,debited,HSBC,Uber,x6203,30/10/2023,7021618671,Shopping
Rs 7535.65 debited to Swiggy from your A/c x2429 on 19/09/2023. Ref 1656084704,7535.65,debited,SBI,Swiggy,x2429,19/09/2023,1656084704,Food
Rs 6891.31 debited to Uber from your A/c x8826 on 31/05/2024. Ref 2495410061,6891.31,debited,SBI,Uber,x8826,31/05/2024,2495410061,Shopping
Rs 9950.66 debited to Amazon from your A/c x2038 on 01/10/2023. Ref 9440512715,9950.66,debited,ICICI,Amazon,x2038,01/10/2023,9440512715,Shopping
Rs 8066.51 debited to Zomato from your A/c x4130 on 18/01/2024. Ref 7144356074,8066.51,debited,HSBC,Zomato,x4130,18/01/2024,7144356074,Food
Rs 7678.25 received to Swiggy from your A/c x9534 on 07/02/2025. Ref 8808941413,7678.25,received,Kotak,Swiggy,x9534,07/02/2025,8808941413,Food
Rs 7907.95 received to Flipkart from your A/c x7644 on 26/07/2024. Ref 6839137723,7907.95,received,ICICI,Flipkart,x7644,26/07/2024,6839137723,Grocery
Rs 1029.26 credited to Swiggy from your A/c x1358 on 01/05/2023. Ref 9612792529,1029.26,credited,HSBC,Swiggy,x1358,01/05/2023,9612792529,Food
Rs 7673.83 sent to Swiggy from your A/c x2410 on 25/08/2024. Ref 3910099926,7673.83,sent,ICICI,Swiggy,x2410,25/08/2024,3910099926,Food
Rs 8029.97 debited to Amazon from your A/c x8536 on 24/11/2024. Ref 8752922622,8029.97,debited,ICICI,Amazon,x8536,24/11/2024,8752922622,Shopping
Rs 3990.75 debited to Flipkart from your A/c x8709 on 01/04/2024. Ref 1541895526,3990.75,debited,HSBC,Flipkart,x8709,01/04/2024,1541895526,Grocery
Rs 2361.13 credited to Amazon from your A/c x6404 on 02/12/2024. Ref 4810090047,2361.13,credited,SBI,Amazon,x6404,02/12/2024,4810090047,Shopping
Rs 2425.35 credited to Zomato from your A/c x9143 on 25/02/2024. Ref 2050743111,2425.35,credited,HDFC,Zomato,x9143,25/02/2024,2050743111,Food
Rs 6684.06 received to Swiggy from your A/c x7661 on 24/08/2024. Ref 4006904774,6684.06,received,HDFC,Swiggy,x7661,24/08/2024,4006904774,Food
Rs 6557.5 debited to Zomato from your A/c x8764 on 03/12/2023. Ref 2975723136,6557.5,debited,Kotak,Zomato,x8764,03/12/2023,2975723136,Food
Rs 5310.88 credited to Uber from your A/c x7899 on 20/02/2024. Ref 4538713992,5310.88,credited,Axis,Uber,x7899,20/02/2024,4538713992,Shopping
Rs 5984.59 debited to Flipkart from your A/c x5174 on 17/11/2024. Ref 1341577595,5984.59,debited,HDFC,Flipkart,x5174,17/11/2024,1341577595,Grocery
Rs 8130.92 credited to Zomato from your A/c x6270 on 11/09/2023. Ref 7071556447,8130.92,credited,SBI,Zomato,x6270,11/09/2023,7071556447,Food
Rs 8616.13 credited to Amazon from your A/c x4029 on 24/04/2023. Ref 7873843882,8616.13,credited,HSBC,Amazon,x4029,24/04/2023,7873843882,Shopping
Rs 9589.52 credited to Uber from your A/c x1653 on 09/05/2024. Ref 3825502441,9589.52,credited,Kotak,Uber,x1653,09/05/2024,3825502441,Shopping
Rs 319.17 sent to Uber from your A/c x8912 on 10/06/2023. Ref 2642051516,319.17,sent,HSBC,Uber,x8912,10/06/2023,2642051516,Shopping
Rs 5389.87 credited to Uber from your A/c x4231 on 30/08/2023. Ref 2390513840,5389.87,credited,HSBC,Uber,x4231,30/08/2023,2390513840,Shopping
Rs 5444.69 debited to Swiggy from your A/c x3673 on 06/03/2025. Ref 3004235666,5444.69,debited,HSBC,Swiggy,x3673,06/03/2025,3004235666,Food
Rs 5764.3 credited to Flipkart from your A/c x5389 on 06/02/2025. Ref 5191666108,5764.3,credited,HDFC,Flipkart,x5389,06/02/2025,5191666108,Grocery
Rs 2412.58 sent to Swiggy from your A/c x8884 on 04/02/2024. Ref 6308404469,2412.58,sent,SBI,Swiggy,x8884,04/02/2024,6308404469,Food
Rs 9357.63 sent to Swiggy from your A/c x2449 on 23/01/2025. Ref 4358400040,9357.63,sent,Axis,Swiggy,x2449,23/01/2025,4358400040,Food
Rs 2381.88 debited to Zomato from your A/c x8598 on 17/08/2023. Ref 4032230607,2381.88,debited,Kotak,Zomato,x8598,17/08/2023,4032230607,Food
Rs 1839.84 sent to BigBasket from your A/c x4210 on 13/06/2024. Ref 8497752816,1839.84,sent,HDFC,BigBasket,x4210,13/06/2024,8497752816,Transport
Rs 4290.28 debited to BigBasket from your A/c x5797 on 31/08/2023. Ref 2488619695,4290.28,debited,Axis,BigBasket,x5797,31/08/2023,2488619695,Transport
Rs 5809.58 credited to Zomato from your A/c x9058 on 18/02/2025. Ref 6560030942,5809.58,credited,ICICI,Zomato,x9058,18/02/2025,6560030942,Food
Rs 8253.88 received to Amazon from your A/c x6250 on 24/05/2023. Ref 6493029651,8253.88,received,ICICI,Amazon,x6250,24/05/2023,6493029651,Shopping
Rs 548.06 received to Uber from your A/c x9877 on 09/03/2024. Ref 4067888445,548.06,received,HDFC,Uber,x9877,09/03/2024,4067888445,Shopping
Rs 5817.74 credited to Amazon from your A/c x3234 on 28/07/2023. Ref 7985528609,5817.74,credited,SBI,Amazon,x3234,28/07/2023,7985528609,Shopping
Rs 6463.13 sent to Zomato from your A/c x9647 on 18/11/2023. Ref 4195086934,6463.13,sent,Axis,Zomato,x9647,18/11/2023,4195086934,Food
Rs 5932.2 credited to Uber from your A/c x5993 on 20/10/2024. Ref 1416305190,5932.2,credited,SBI,Uber,x5993,20/10/2024,1416305190,Shopping
Rs 1621.53 credited to Uber from your A/c x1540 on 04/04/2024. Ref 7251359420,1621.53,credited,SBI,Uber,x1540,04/04/2024,7251359420,Shopping
Rs 9861.67 credited to Flipkart from your A/c x7426 on 01/04/2023. Ref 4055615492,9861.67,credited,HDFC,Flipkart,x7426,01/04/2023,4055615492,Grocery
Rs 6514.41 received to Uber from your A/c x8342 on 20/01/2025. Ref 8347250973,6514.41,received,HSBC,Uber,x8342,20/01/2025,8347250973,Shopping
Rs 6336.02 sent to BigBasket from your A/c x1597 on 03/08/2023. Ref 9447214531,6336.02,sent,ICICI,BigBasket,x1597,03/08/2023,9447214531,Transport
Rs 3123.7 debited to Uber from your A/c x9976 on 01/10/2024. Ref 7019721546,3123.7,debited,Axis,Uber,x9976,01/10/2024,7019721546,Shopping
Rs 8301.89 received to BigBasket from your A/c x8653 on 18/08/2023. Ref 9396113512,8301.89,received,HDFC,BigBasket,x8653,18/08/2023,9396113512,Transport
Rs 7689.69 credited to BigBasket from your A/c x8100 on 25/12/2024. Ref 7196351603,7689.69,credited,ICICI,BigBasket,x8100,25/12/2024,7196351603,Transport
Rs 9554.19 debited to Zomato from your A/c x9130 on 10/04/2023. Ref 5066046644,9554.19,debited,ICICI,Zomato,x9130,10/04/2023,5066046644,Food
Rs 7489.06 received to Swiggy from your A/c x5125 on 08/08/2023. Ref 5325888228,7489.06,received,Axis,Swiggy,x5125,08/08/2023,5325888228,Food
Rs 5023.48 received to Flipkart from your A/c x7408 on 29/10/2023. Ref 2595178826,5023.48,received,ICICI,Flipkart,x7408,29/10/2023,2595178826,Grocery
Rs 2905.23 sent to Amazon from your A/c x3109 on 10/08/2024. Ref 2805828665,2905.23,sent,HSBC,Amazon,x3109,10/08/2024,2805828665,Shopping
Rs 3518.27 credited to BigBasket from your A/c x7790 on 22/09/2023. Ref 3315109327,3518.27,credited,SBI,BigBasket,x7790,22/09/2023,3315109327,Transport
Rs 6043.81 received to BigBasket from your A/c x5208 on 01/10/2024. Ref 9740470849,6043.81,received,SBI,BigBasket,x5208,01/10/2024,9740470849,Transport
Rs 4941.26 debited to Swiggy from your A/c x4578 on 24/04/2023. Ref 1607370046,4941.26,debited,HDFC,Swiggy,x4578,24/04/2023,1607370046,Food
Rs 6315.51 received to Flipkart from your A/c x4328 on 24/02/2025. Ref 7170380605,6315.51,received,HDFC,Flipkart,x4328,24/02/2025,7170380605,Grocery
Rs 1993.52 sent to Uber from your A/c x2456 on 09/06/2023. Ref 7372790017,1993.52,sent,Axis,Uber,x2456,09/06/2023,7372790017,Shopping
Rs 9248.4 received to Uber from your A/c x8605 on 22/02/2025. Ref 4977737602,9248.4,received,ICICI,Uber,x8605,22/02/2025,4977737602,Shopping
Rs 1039.91 credited to Flipkart from your A/c x4027 on 09/07/2024. Ref 9505168821,1039.91,credited,SBI,Flipkart,x4027,09/07/2024,9505168821,Grocery
Rs 3711.84 credited to BigBasket from your A/c x2978 on 23/10/2023. Ref 7527040654,3711.84,credited,Axis,BigBasket,x2978,23/10/2023,7527040654,Transport
Rs 7046.55 received to Amazon from your A/c x7853 on 21/04/2023. Ref 9451252894,7046.55,received,Axis,Amazon,x7853,21/04/2023,9451252894,Shopping
Rs 4334.99 sent to Flipkart from your A/c x8868 on 14/07/2024. Ref 1541217492,4334.99,sent,ICICI,Flipkart,x8868,14/07/2024,1541217492,Grocery
Rs 163.63 credited to Swiggy from your A/c x4347 on 01/04/2024. Ref 3658423488,163.63,credited,HSBC,Swiggy,x4347,01/04/2024,3658423488,Food
Rs 4622.43 debited to Zomato from your A/c x7913 on 09/08/2024. Ref 7366606466,4622.43,debited,Axis,Zomato,x7913,09/08/2024,7366606466,Food
Rs 5987.99 sent to Swiggy from your A/c x2609 on 11/02/2024. Ref 5654966990,5987.99,sent,ICICI,Swiggy,x2609,11/02/2024,5654966990,Food
Rs 9768.88 debited to BigBasket from your A/c x5666 on 14/08/2023. Ref 9485822045,9768.88,debited,HSBC,BigBasket,x5666,14/08/2023,9485822045,Transport
Rs 2450.39 received to Zomato from your A/c x5513 on 15/07/2023. Ref 2293491528,2450.39,received,ICICI,Zomato,x5513,15/07/2023,2293491528,Food
Rs 7619.62 credited to Flipkart from your A/c x6054 on 18/03/2024. Ref 1386302411,7619.62,credited,SBI,Flipkart,x6054,18/03/2024,1386302411,Grocery
Rs 7907.04 received to Uber from your A/c x9808 on 16/12/2023. Ref 4163022393,7907.04,received,HSBC,Uber,x9808,16/12/2023,4163022393,Shopping
Rs 7099.5 credited to Flipkart from your A/c x7085 on 04/05/2024. Ref 5744609694,7099.5,credited,HSBC,Flipkart,x7085,04/05/2024,5744609694,Grocery
Rs 7021.08 credited to Flipkart from your A/c x5073 on 25/08/2024. Ref 8947462332,7021.08,credited,SBI,Flipkart,x5073,25/08/2024,8947462332,Grocery
Rs 8246.39 sent to Uber from your A/c x8699 on 01/09/2023. Ref 3525687452,8246.39,sent,SBI,Uber,x8699,01/09/2023,3525687452,Shopping
Rs 7663.89 debited to Flipkart from your A/c x5245 on 09/09/2023. Ref 9699379718,7663.89,debited,HDFC,Flipkart,x5245,09/09/2023,9699379718,Grocery
Rs 6677.68 sent to Zomato from your A/c x1245 on 09/11/2023. Ref 6427233094,6677.68,sent,HDFC,Zomato,x1245,09/11/2023,6427233094,Food
Rs 5780.01 credited to Amazon from your A/c x4364 on 29/05/2023. Ref 4219151549,5780.01,credited,HSBC,Amazon,x4364,29/05/2023,4219151549,Shopping
Rs 438.86 credited to Zomato from your A/c x6583 on 11/01/2025. Ref 8782446990,438.86,credited,Axis,Zomato,x6583,11/01/2025,8782446990,Food
Rs 4498.41 credited to Uber from your A/c x8929 on 27/05/2024. Ref 3140592195,4498.41,credited,Kotak,Uber,x8929,27/05/2024,3140592195,Shopping
Rs 8502.48 received to Swiggy from your A/c x9924 on 28/02/2025. Ref 7911783290,8502.48,received,ICICI,Swiggy,x9924,28/02/2025,7911783290,Food
Rs 8808.3 sent to BigBasket from your A/c x9816 on 13/09/2023. Ref 9954120729,8808.3,sent,ICICI,BigBasket,x9816,13/09/2023,9954120729,Transport
Rs 9205.72 credited to Amazon from your A/c x1673 on 13/04/2023. Ref 5261486585,9205.72,credited,SBI,Amazon,x1673,13/04/2023,5261486585,Shopping
Rs 542.55 debited to BigBasket from your A/c x3834 on 07/12/2023. Ref 7324083006,542.55,debited,SBI,BigBasket,x3834,07/12/2023,7324083006,Transport
Rs 9370.65 credited to Uber from your A/c x5683 on 20/10/2024. Ref 6912725592,9370.65,credited,HDFC,Uber,x5683,20/10/2024,6912725592,Shopping
Rs 6883.45 received to Amazon from your A/c x6185 on 26/11/2024. Ref 8060315820,6883.45,received,HDFC,Amazon,x6185,26/11/2024,8060315820,Shopping
Rs 2184.05 received to Zomato from your A/c x4708 on 19/06/2024. Ref 4202182312,2184.05,received,Kotak,Zomato,x4708,19/06/2024,4202182312,Food
Rs 268.58 debited to Swiggy from your A/c x1245 on 05/09/2024. Ref 8441732880,268.58,debited,SBI,Swiggy,x1245,05/09/2024,8441732880,Food
Rs 8665.3 sent to Zomato from your A/c x3945 on 12/08/2024. Ref 1926077918,8665.3,sent,Kotak,Zomato,x3945,12/08/2024,1926077918,Food
Rs 5741.19 debited to Amazon from your A/c x5653 on 16/10/2024. Ref 9071826001,5741.19,debited,Kotak,Amazon,x5653,16/10/2024,9071826001,Shopping
Rs 2542.98 debited to BigBasket from your A/c x8550 on 28/12/2024. Ref 6614188523,2542.98,debited,HSBC,BigBasket,x8550,28/12/2024,6614188523,Transport
Rs 7102.87 received to Flipkart from your A/c x8666 on 04/10/2024. Ref 9313729411,7102.87,received,SBI,Flipkart,x8666,04/10/2024,9313729411,Grocery
Rs 3821.85 received to Zomato from your A/c x6830 on 13/02/2024. Ref 6472055239,3821.85,received,SBI,Zomato,x6830,13/02/2024,6472055239,Food
Rs 7968.55 debited to Uber from your A/c x9448 on 27/07/2023. Ref 6316483185,7968.55,debited,ICICI,Uber,x9448,27/07/2023,6316483185,Shopping
Rs 5983.47 sent to Swiggy from your A/c x6273 on 18/05/2024. Ref 2678973571,5983.47,sent,ICICI,Swiggy,x6273,18/05/2024,2678973571,Food
Rs 3574.97 sent to Swiggy from your A/c x5117 on 22/04/2024. Ref 1067698221,3574.97,sent,Axis,Swiggy,x5117,22/04/2024,1067698221,Food
Rs 1124.77 credited to BigBasket from your A/c x7150 on 02/08/2023. Ref 4238404153,1124.77,credited,Axis,BigBasket,x7150,02/08/2023,4238404153,Transport
Rs 6758.95 sent to Amazon from your A/c x8953 on 19/11/2023. Ref 7648630243,6758.95,sent,Axis,Amazon,x8953,19/11/2023,7648630243,Shopping
Rs 7622.33 debited to Zomato from your A/c x8919 on 07/02/2024. Ref 9849849058,7622.33,debited,HSBC,Zomato,x8919,07/02/2024,9849849058,Food
Rs 6265.03 sent to Flipkart from your A/c x2941 on 21/11/2023. Ref 3570240346,6265.03,sent,ICICI,Flipkart,x2941,21/11/2023,3570240346,Grocery
Rs 4100.09 received to Zomato from your A/c x6054 on 30/05/2023. Ref 2932962986,4100.09,received,HSBC,Zomato,x6054,30/05/2023,2932962986,Food
Rs 9663.5 received to Amazon from your A/c x5610 on 13/04/2023. Ref 7532996148,9663.5,received,SBI,Amazon,x5610,13/04/2023,7532996148,Shopping
Rs 3140.94 credited to Amazon from your A/c x8135 on 20/05/2024. Ref 2665684859,3140.94,credited,SBI,Amazon,x8135,20/05/2024,2665684859,Shopping
Rs 8130.04 debited to Zomato from your A/c x7775 on 25/11/2024. Ref 3815404887,8130.04,debited,HDFC,Zomato,x7775,25/11/2024,3815404887,Food
Rs 2657.29 debited to Swiggy from your A/c x6775 on 04/08/2023. Ref 3594278604,2657.29,debited,Axis,Swiggy,x6775,04/08/2023,3594278604,Food
Rs 3805.99 debited to BigBasket from your A/c x2754 on 10/01/2025. Ref 1905277923,3805.99,debited,HDFC,BigBasket,x2754,10/01/2025,1905277923,Transport
Rs 2295.5 sent to BigBasket from your A/c x9256 on 19/07/2024. Ref 4259748734,2295.5,sent,Kotak,BigBasket,x9256,19/07/2024,4259748734,Transport
Rs 1520.2 received to Amazon from your A/c x1708 on 12/06/2023. Ref 3234290030,1520.2,received,Kotak,Amazon,x1708,12/06/2023,3234290030,Shopping
Rs 6068.65 credited to Flipkart from your A/c x3450 on 05/04/2023. Ref 7403122042,6068.65,credited,HSBC,Flipkart,x3450,05/04/2023,7403122042,Grocery
Rs 3546.8 received to BigBasket from your A/c x7299 on 22/04/2023. Ref 7646525933,3546.8,received,ICICI,BigBasket,x7299,22/04/2023,7646525933,Transport
Rs 2135.27 credited to Amazon from your A/c x4625 on 17/08/2024. Ref 5244296519,2135.27,credited,ICICI,Amazon,x4625,17/08/2024,5244296519,Shopping
Rs 8651.14 credited to Swiggy from your A/c x2805 on 15/04/2023. Ref 1139015878,8651.14,credited,HSBC,Swiggy,x2805,15/04/2023,1139015878,Food
Rs 6151.76 sent to Swiggy from your A/c x5491 on 19/02/2025. Ref 5097810292,6151.76,sent,Kotak,Swiggy,x5491,19/02/2025,5097810292,Food
Rs 8559.11 credited to Amazon from your A/c x6136 on 26/03/2024. Ref 7471633571,8559.11,credited,HSBC,Amazon,x6136,26/03/2024,7471633571,Shopping
Rs 9439.79 credited to Flipkart from your A/c x7512 on 29/08/2023. Ref 6205417364,9439.79,credited,Axis,Flipkart,x7512,29/08/2023,6205417364,Grocery
Rs 8034.28 received to Amazon from your A/c x1331 on 28/02/2025. Ref 2726147700,8034.28,received,Axis,Amazon,x1331,28/02/2025,2726147700,Shopping
Rs 5827.7 sent to Flipkart from your A/c x1428 on 20/03/2023. Ref 8498776523,5827.7,sent,ICICI,Flipkart,x1428,20/03/2023,8498776523,Grocery
Rs 3914.57 received to Amazon from your A/c x9811 on 09/06/2024. Ref 5090811661,3914.57,received,HSBC,Amazon,x9811,09/06/2024,5090811661,Shopping
Rs 230.16 debited to Amazon from your A/c x3111 on 05/08/2024. Ref 5635317188,230.16,debited,HSBC,Amazon,x3111,05/08/2024,5635317188,Shopping
Rs 6465.33 debited to Amazon from your A/c x2170 on 26/04/2023. Ref 4939859288,6465.33,debited,Kotak,Amazon,x2170,26/04/2023,4939859288,Shopping
Rs 7006.57 debited to Zomato from your A/c x5207 on 20/10/2023. Ref 9574318992,7006.57,debited,Axis,Zomato,x5207,20/10/2023,9574318992,Food
Rs 6203.17 debited to Swiggy from your A/c x6042 on 11/01/2025. Ref 9890882316,6203.17,debited,HSBC,Swiggy,x6042,11/01/2025,9890882316,Food
Rs 6829.73 debited to Swiggy from your A/c x7934 on 13/12/2023. Ref 4108735238,6829.73,debited,HSBC,Swiggy,x7934,13/12/2023,4108735238,Food
Rs 2194.85 debited to Amazon from your A/c x5317 on 27/01/2025. Ref 1244716956,2194.85,debited,HSBC,Amazon,x5317,27/01/2025,1244716956,Shopping
Rs 6586.33 debited to BigBasket from your A/c x5627 on 02/04/2024. Ref 1500831180,6586.33,debited,Kotak,BigBasket,x5627,02/04/2024,1500831180,Transport
Rs 2609.6 sent to Amazon from your A/c x1950 on 12/06/2024. Ref 6749907757,2609.6,sent,Axis,Amazon,x1950,12/06/2024,6749907757,Shopping
Rs 539.45 sent to Amazon from your A/c x2004 on 02/06/2023. Ref 8415660319,539.45,sent,HSBC,Amazon,x2004,02/06/2023,8415660319,Shopping
Rs 3380.08 sent to Uber from your A/c x7172 on 29/09/2024. Ref 2853632510,3380.08,sent,HDFC,Uber,x7172,29/09/2024,2853632510,Shopping
Rs 7613.01 sent to Flipkart from your A/c x1523 on 30/07/2024. Ref 1807130124,7613.01,sent,ICICI,Flipkart,x1523,30/07/2024,1807130124,Grocery
Rs 9630.39 debited to Flipkart from your A/c x7176 on 15/12/2024. Ref 9752202222,9630.39,debited,HDFC,Flipkart,x7176,15/12/2024,9752202222,Grocery
Rs 6700.79 debited to Zomato from your A/c x8727 on 28/05/2024. Ref 1672393840,6700.79,debited,Kotak,Zomato,x8727,28/05/2024,1672393840,Food
